ImageNumber,Mean_Bac_AreaShape_Center_X,Mean_Bac_AreaShape_Center_Y,Mean_Bac_AreaShape_Center_Z,Mean_Bac_Children_ExtraBac_Count,Mean_Bac_Children_IntraBac_Count,Mean_Bac_Distance_Centroid_Cell,Mean_Bac_Distance_Minimum_Cell,Mean_Bac_Location_Center_X,Mean_Bac_Location_Center_Y,Mean_Bac_Location_Center_Z,Mean_Bac_Parent_Cell,Mean_Cell_AreaShape_Center_X,Mean_Cell_AreaShape_Center_Y,Mean_Cell_AreaShape_Center_Z,Mean_Cell_Children_Bac_Count,Mean_Cell_Children_Shrink_bac_Count,Mean_Cell_Location_Center_X,Mean_Cell_Location_Center_Y,Mean_Cell_Location_Center_Z,Mean_ExtraBac_Parent_Bac,Mean_IntraBac_Parent_Bac,Mean_Nucleus_AreaShape_Center_X,Mean_Nucleus_AreaShape_Center_Y,Mean_Nucleus_AreaShape_Center_Z,Mean_Nucleus_Children_Bac_Count,Mean_Nucleus_Children_Shrink_bac_Count,Mean_Nucleus_Location_Center_X,Mean_Nucleus_Location_Center_Y,Mean_Nucleus_Location_Center_Z,Median_Bac_AreaShape_Center_X,Median_Bac_AreaShape_Center_Y,Median_Bac_AreaShape_Center_Z,Median_Bac_Children_ExtraBac_Count,Median_Bac_Children_IntraBac_Count,Median_Bac_Distance_Centroid_Cell,Median_Bac_Distance_Minimum_Cell,Median_Bac_Location_Center_X,Median_Bac_Location_Center_Y,Median_Bac_Location_Center_Z,Median_Bac_Parent_Cell,Median_Cell_AreaShape_Center_X,Median_Cell_AreaShape_Center_Y,Median_Cell_AreaShape_Center_Z,Median_Cell_Children_Bac_Count,Median_Cell_Children_Shrink_bac_Count,Median_Cell_Location_Center_X,Median_Cell_Location_Center_Y,Median_Cell_Location_Center_Z,Median_ExtraBac_Parent_Bac,Median_IntraBac_Parent_Bac,Median_Nucleus_AreaShape_Center_X,Median_Nucleus_AreaShape_Center_Y,Median_Nucleus_AreaShape_Center_Z,Median_Nucleus_Children_Bac_Count,Median_Nucleus_Children_Shrink_bac_Count,Median_Nucleus_Location_Center_X,Median_Nucleus_Location_Center_Y,Median_Nucleus_Location_Center_Z,StDev_Bac_AreaShape_Center_X,StDev_Bac_AreaShape_Center_Y,StDev_Bac_AreaShape_Center_Z,StDev_Bac_Children_ExtraBac_Count,StDev_Bac_Children_IntraBac_Count,StDev_Bac_Distance_Centroid_Cell,StDev_Bac_Distance_Minimum_Cell,StDev_Bac_Location_Center_X,StDev_Bac_Location_Center_Y,StDev_Bac_Location_Center_Z,StDev_Bac_Parent_Cell,StDev_Cell_AreaShape_Center_X,StDev_Cell_AreaShape_Center_Y,StDev_Cell_AreaShape_Center_Z,StDev_Cell_Children_Bac_Count,StDev_Cell_Children_Shrink_bac_Count,StDev_Cell_Location_Center_X,StDev_Cell_Location_Center_Y,StDev_Cell_Location_Center_Z,StDev_ExtraBac_Parent_Bac,StDev_IntraBac_Parent_Bac,StDev_Nucleus_AreaShape_Center_X,StDev_Nucleus_AreaShape_Center_Y,StDev_Nucleus_AreaShape_Center_Z,StDev_Nucleus_Children_Bac_Count,StDev_Nucleus_Children_Shrink_bac_Count,StDev_Nucleus_Location_Center_X,StDev_Nucleus_Location_Center_Y,StDev_Nucleus_Location_Center_Z
33,630.7,513.8125,1.0,0.0125,0.9875,22.43283845223669,18.80473731251907,630.8012636629845,513.8161264988794,0.0,69.4,735.2076923076924,480.23846153846154,1.0,0.6076923076923076,0.6,733.9259817704274,479.769731049148,0.0,68.0,40.151898734177216,734.5769230769231,478.2846153846154,1.0,0.4461538461538462,0.35384615384615387,733.785197664101,478.4965052190348,0.0,586.0,477.5,1.0,0.0,1.0,20.941838236833885,16.33726994984131,586.6,477.13541666666663,0.0,72.0,777.0,462.0,1.0,0.0,0.0,780.7744724450645,469.6221649548087,0.0,68.0,40.0,771.5,463.5,1.0,0.0,0.0,771.0511856150154,461.80779194090064,0.0,359.19974944311974,272.5537146027366,0.0,0.11110243021644486,0.11110243021644485,12.637305482464022,11.858675231009844,359.19161661527164,272.3649283469196,0.0,35.18970019764306,412.2089965829292,299.7506862466297,0.0,1.003809312616034,1.0198039027185568,410.2606862962039,294.90091413750747,0.0,0.0,23.028374686429913,412.72557217719634,298.8810989369772,0.0,0.9369470756052377,0.7928676139523154,411.4082152196361,296.43894957008257,0.0
34,656.64,464.86,1.0,0.0,1.0,23.098134173373293,16.44622862134512,656.6779201374145,464.8317742603733,0.0,69.82,647.6170212765958,471.11347517730496,1.0,0.3546099290780142,0.3404255319148936,649.0433101639552,470.0393017703723,0.0,nan,25.5,648.9716312056737,469.21276595744683,1.0,0.23404255319148937,0.19148936170212766,649.2918552362377,469.0871849522392,0.0,556.0,485.5,1.0,0.0,1.0,20.837816336014882,15.939270702177229,555.9971636033583,484.84614818088085,0.0,76.5,642.0,455.0,1.0,0.0,0.0,641.1646149441741,455.4991682262425,0.0,nan,25.5,650.0,455.0,1.0,0.0,0.0,645.0230515916575,455.6016731016731,0.0,379.1446562988855,294.3656916150386,0.0,0.0,0.0,15.748730742980806,9.321305055643174,379.0824856313401,294.29494654255905,0.0,42.203644392398154,404.04433538722344,296.831664026556,0.0,0.6855628921188409,0.6824007187191445,402.3529096613273,294.00990144083073,0.0,nan,14.430869689661812,404.32812570703595,296.0127658860793,0.0,0.5277853887982711,0.4898240184349506,403.10628319938434,294.8920776322888,0.0
35,656.320987654321,483.3333333333333,1.0,0.0,1.0,30.853945516096353,16.846401561155343,656.2602305488226,483.36726913727483,0.0,79.1604938271605,727.4379562043796,425.4014598540146,1.0,0.5912408759124088,0.5912408759124088,726.6472511652632,425.0055493023197,0.0,nan,41.0,727.3503649635037,423.51824817518246,1.0,0.36496350364963503,0.2846715328467153,726.7173811813008,423.8959040433669,0.0,740.0,473.0,1.0,0.0,1.0,24.70778475796423,16.99273805781127,740.3956043956044,473.13698630136986,0.0,78.0,741.0,397.0,1.0,0.0,0.0,743.8457496136012,396.31499700573187,0.0,nan,41.0,760.0,395.0,1.0,0.0,0.0,763.8211905819636,396.95653999580094,0.0,373.02850740566214,278.48235088257644,0.0,0.0,0.0,21.733129616751224,12.58531508253331,373.0679956601824,278.5249433202411,0.0,33.75637362410189,421.2581929513889,301.2538871507159,0.0,1.2588648839305168,1.2588648839305168,418.6968760513667,297.0043801115285,0.0,nan,23.38090388900024,419.7176595531128,300.15857371568336,0.0,0.8272362958544344,0.7636725050890841,417.9611664501394,297.2984023736259,0.0
36,736.2058823529412,430.02941176470586,1.0,0.029411764705882353,0.9705882352941176,25.855037158886862,20.06719503885604,736.3203606063233,430.0784571638531,0.0,51.86764705882353,773.2644628099174,484.3719008264463,1.0,0.5454545454545454,0.5371900826446281,772.2712011015769,486.27857552167484,0.0,36.5,34.43939393939394,774.5289256198347,482.6363636363636,1.0,0.3884297520661157,0.2644628099173554,773.4620513060835,483.7996689842742,0.0,748.0,429.0,1.0,0.0,1.0,25.653803975895315,20.415616794011207,748.0206959706959,429.0210795902285,0.0,51.5,829.0,449.0,1.0,0.0,0.0,839.07100199071,449.3887484197219,0.0,36.5,34.5,826.0,447.0,1.0,0.0,0.0,828.4304047384007,443.4134232301563,0.0,390.5280195876411,282.3541773869997,0.0,0.16895772489817729,0.16895772489817729,13.91501239219275,11.2188287240099,390.5403126721316,282.220071324893,0.0,33.36778316411201,424.28702994368143,311.5196326469425,0.0,1.02851895445316,1.0288509382436246,420.39028842580313,306.2491205394186,0.0,8.5,19.864792051996268,425.01846482747106,312.1425823810926,0.0,0.9304038119707435,0.701457691699932,423.0657566898714,309.8335085900078,0.0
37,717.6582278481013,505.65822784810126,1.0,0.0379746835443038,0.9620253164556962,28.37415718766799,16.78650586862676,717.69391569204,505.66927419218274,0.0,52.607594936708864,702.1404958677685,538.3884297520661,1.0,0.628099173553719,0.628099173553719,703.3367360762489,538.3933680631893,0.0,69.0,38.85526315789474,701.7355371900826,536.801652892562,1.0,0.4214876033057851,0.2727272727272727,701.9258279243643,536.6032558655452,0.0,757.0,508.0,1.0,0.0,1.0,23.59599203696463,15.974765882024837,757.3970588235294,508.0879120879121,0.0,51.0,702.0,553.0,1.0,0.0,0.0,713.1955661124307,558.458687664042,0.0,69.0,38.5,715.0,540.0,1.0,0.0,0.0,712.7779479326186,541.561854055747,0.0,330.5160095349162,278.3101305404035,0.0,0.1911350489941962,0.1911350489941962,16.48380065275094,11.172672972322266,330.6550393579751,278.2756052127542,0.0,32.0199375079518,433.6061797344295,307.31947928087504,0.0,1.1436654961238055,1.121777157088076,427.0068709771649,303.3406760162348,0.0,0.816496580927726,22.494270584779457,433.61630921027546,307.1377761705436,0.0,0.9159023560835401,0.7606000241218869,431.6042637878192,305.99147666716016,0.0
38,562.780487804878,545.2682926829268,1.0,0.024390243902439025,0.975609756097561,28.779061017699018,14.684637596100922,562.7637178285901,545.3168336997101,0.0,80.4390243902439,679.7161290322581,515.258064516129,1.0,0.25806451612903225,0.25806451612903225,680.4998172777094,515.8942631814862,0.0,29.0,20.8,678.9870967741936,514.5935483870968,1.0,0.16129032258064516,0.10967741935483871,679.3660670737223,515.4185183065443,0.0,503.0,566.0,1.0,0.0,1.0,26.070949275367138,12.835324983046355,502.5892857142857,566.5019607843137,0.0,81.0,730.0,528.0,1.0,0.0,0.0,741.0331084457771,510.5481526877955,0.0,29.0,20.5,727.0,513.0,1.0,0.0,0.0,736.6778615490061,511.0812937062937,0.0,287.5359160764241,267.0249850729003,0.0,0.1542574468374819,0.1542574468374819,16.51451269794788,11.124385863640963,287.64970856876465,266.94324334202685,0.0,41.55164214446698,413.11617915761883,300.9623883629932,0.0,0.7079157019016881,0.7079157019016881,409.7193524730241,296.1247065227229,0.0,0.0,11.910499569707392,412.0341512168508,301.0359682030124,0.0,0.48836621594259516,0.38634335281496435,410.9029534365524,299.06516900790035,0.0
39,656.6219512195122,547.4512195121952,1.0,0.024390243902439025,0.975609756097561,21.706934093555468,20.746778348611883,656.5067387234559,547.5719117910163,0.0,71.86585365853658,731.5193798449612,493.4341085271318,1.0,0.6201550387596899,0.6201550387596899,732.1750862346228,493.9703410637278,0.0,3.5,42.45,730.9302325581396,493.6511627906977,1.0,0.4806201550387597,0.3875968992248062,730.7740000582224,493.58971939658386,0.0,656.0,615.5,1.0,0.0,1.0,21.273233611452255,21.499899560486554,655.7123800959232,615.0115642655367,0.0,82.5,733.0,451.0,1.0,0.0,0.0,740.4472824472824,451.9393474928837,0.0,3.5,42.5,733.0,453.0,1.0,0.0,0.0,729.295128939828,452.71855828220856,0.0,351.6736513859399,275.2934643664884,0.0,0.15425744683748188,0.15425744683748188,11.93317717465218,10.920098067298195,351.6449648217938,275.2922803924713,0.0,34.961917328654295,401.58164240400043,297.051318745417,0.0,1.2338494527644017,1.2338494527644017,397.5586596927615,293.78860001544246,0.0,0.5,23.17860004400611,401.3024760739045,295.38739905741363,0.0,1.1213279447127742,1.0062600764145093,399.1062453981378,293.708795827909,0.0
40,573.5454545454545,462.7818181818182,1.0,0.03636363636363636,0.9636363636363636,27.532952998102605,14.142025997267869,573.5276142258228,462.50832931249425,0.0,68.0909090909091,608.6339869281046,491.797385620915,1.0,0.3464052287581699,0.3333333333333333,608.796750582365,491.946620374251,0.0,40.5,27.528301886792452,607.2483660130719,490.51633986928107,1.0,0.22875816993464052,0.16993464052287582,607.75794451681,490.5660760366718,0.0,505.0,451.0,1.0,0.0,1.0,23.81731078420225,12.809046570177488,505.5,450.5977011494253,0.0,70.0,567.0,460.0,1.0,0.0,0.0,552.0280033140017,459.3394919168591,0.0,40.5,27.0,536.0,461.0,1.0,0.0,0.0,534.668556701031,460.24933494558644,0.0,336.76065512909196,297.27365359877916,0.0,0.18719327529067276,0.18719327529067276,20.027277382099758,9.660109109621203,336.8727869471779,297.4058842404271,0.0,43.79093834335747,390.6551686662715,317.667054697562,0.0,0.6398555947984531,0.6156987634551992,389.9574694618773,314.06260142339977,0.0,1.5,15.978291610081126,390.19677089088003,316.6969872909316,0.0,0.5422867585017396,0.49561277412101634,389.3574686897886,314.9744835708785,0.0
41,656.0483870967741,552.1290322580645,1.0,0.03225806451612903,0.967741935483871,31.670857786640443,17.46764542788418,656.0511121591798,552.3156685861541,0.0,71.37096774193549,684.3230769230769,484.7,1.0,0.46153846153846156,0.43846153846153846,685.1265728355769,484.8971864988511,0.0,40.5,31.2,684.0769230769231,483.96153846153845,1.0,0.2923076923076923,0.18461538461538463,684.2448770718096,484.2271019204414,0.0,639.5,523.5,1.0,0.0,1.0,28.309317596395623,17.845305787666724,639.8752767527675,523.6969696969697,0.0,68.5,726.5,479.0,1.0,0.0,0.0,729.6982049455826,480.4695543756058,0.0,40.5,31.5,730.0,472.0,1.0,0.0,0.0,727.2938323808444,475.5466825001972,0.0,344.62726135869184,249.51388117510314,0.0,0.17668469596940842,0.17668469596940842,18.050092244385663,10.348585771044416,344.56603258306126,249.4429278354232,0.0,31.194102974020556,403.2831266451479,320.5272735305423,0.0,0.9856965218240827,0.9198983735997576,400.403578808429,315.81541094761934,0.0,16.5,17.862250698050342,402.0459525091554,318.2183431314503,0.0,0.637858844357781,0.523076923076923,401.01670489727957,316.1058327867918,0.0
42,697.6470588235294,475.54901960784315,1.0,0.09803921568627451,0.9019607843137255,32.126879166895534,10.861847210673286,697.5830080341876,475.5082763175084,0.0,63.627450980392155,703.51677852349,514.7919463087248,1.0,0.3087248322147651,0.2751677852348993,704.9206619698693,515.3622892943604,0.0,24.8,26.130434782608695,703.8187919463087,515.4496644295302,1.0,0.1610738255033557,0.11409395973154363,704.3918118364736,514.8537536343969,0.0,714.0,463.0,1.0,0.0,1.0,30.942761140924283,8.373304720590408,714.3203883495146,463.34328358208955,0.0,68.0,746.0,509.0,1.0,0.0,0.0,739.9224305106658,510.08493801107886,0.0,20.0,27.5,735.0,510.0,1.0,0.0,0.0,734.5232801675528,506.1580928481807,0.0,321.00759404183253,289.41532093038006,0.0,0.29736766447260987,0.29736766447260987,15.496576083238566,8.266965518867664,320.8018348731198,289.4344951365756,0.0,43.022092265651885,374.344807568344,314.6769361795141,0.0,0.6844321494755414,0.6539406660140559,372.1630908683219,311.91416189507027,0.0,10.186265262597475,15.124999023574778,374.94513341245215,314.86118036774866,0.0,0.5189963739377506,0.4261612850036925,373.14008869160403,313.46399016380855,0.0
43,736.8297872340426,455.25531914893617,1.0,0.0425531914893617,0.9574468085106383,34.296909428595875,14.195231808100067,736.8182578272994,455.20917949161213,0.0,72.93617021276596,714.7469135802469,480.98148148148147,1.0,0.2777777777777778,0.2654320987654321,715.8060067295719,481.657169731947,0.0,27.5,23.844444444444445,715.6481481481482,479.17283950617286,1.0,0.17901234567901234,0.16049382716049382,715.3055222604361,479.5692031389459,0.0,751.0,468.0,1.0,0.0,1.0,31.584921567226353,13.549357932908487,750.4941176470588,468.09302325581393,0.0,83.0,735.5,436.0,1.0,0.0,0.0,733.0631805927201,446.2197881505223,0.0,27.5,24.0,735.0,435.5,1.0,0.0,0.0,735.4501170590128,440.2460329652884,0.0,365.2375105499443,265.5151931450545,0.0,0.20184751022351363,0.20184751022351363,19.297278706823985,9.018787594069984,365.2265511168205,265.43966160836123,0.0,44.68823647169075,404.92526839443,304.3385150713427,0.0,0.6211299937499415,0.6064795181069593,401.94109135816535,300.8747690917337,0.0,13.5,13.54655438856941,403.8797564644158,304.04591880798046,0.0,0.49571398797318156,0.45695692650177155,402.24124945468833,302.45955597836974,0.0
44,631.8,463.8666666666667,1.0,0.0,1.0,34.18610014430865,11.732465649776291,631.9293832890424,463.7020185366629,0.0,83.53333333333333,633.2356020942408,530.6806282722513,1.0,0.15706806282722513,0.13612565445026178,632.5199121641326,531.5936722914163,0.0,nan,15.5,633.0732984293194,528.738219895288,1.0,0.11518324607329843,0.07853403141361257,632.5529456310481,529.457524803871,0.0,750.0,452.0,1.0,0.0,1.0,30.287523955945403,10.946726289426078,750.6260184868196,451.6003184713376,0.0,74.5,600.0,561.0,1.0,0.0,0.0,596.7559241706161,563.516411017648,0.0,nan,15.5,602.0,562.0,1.0,0.0,0.0,600.2673748103186,561.595785440613,0.0,376.1735769561706,323.7205310483446,0.0,0.0,0.0,21.03515507029859,8.426450068042586,376.179734614581,323.60323764789376,0.0,60.58422970451048,389.6638395366428,297.20364726790194,0.0,0.4174715597748602,0.38601693384642427,388.0914143415172,293.4792936379429,0.0,nan,8.65544144839919,390.13812142578934,297.2460058868402,0.0,0.379210868318991,0.2878152906153875,388.9784228301708,295.57703764841517,0.0
45,757.0,438.97777777777776,1.0,0.08888888888888889,0.9111111111111111,33.27110353545606,14.684927894309528,756.9764763628123,439.1439743651191,0.0,43.48888888888889,696.5752212389381,551.8053097345132,1.0,0.36283185840707965,0.34513274336283184,695.8922265256723,551.426836096712,0.0,10.0,24.26829268292683,697.3451327433628,550.5044247787611,1.0,0.23008849557522124,0.1504424778761062,697.309422425209,550.5375073229668,0.0,812.0,454.0,1.0,0.0,1.0,31.964374600408792,13.199251202648234,811.6618705035971,454.24122807017545,0.0,38.0,656.0,560.0,1.0,0.0,0.0,646.4227215695221,558.7033457249071,0.0,9.5,25.0,660.0,561.0,1.0,0.0,0.0,658.9432664756447,561.3976269315673,0.0,340.39604384696753,273.70011885589014,0.0,0.28458329944145994,0.28458329944145994,15.637908610298856,11.777521347893803,340.2550630829686,273.86127111349197,0.0,29.940401706072475,405.22570582374124,315.2133385841472,0.0,0.6248815378375127,0.6063077215207306,403.9677922119086,309.46349743807565,0.0,1.8708286933869707,12.910620302575069,404.2966528902468,313.359024601184,0.0,0.49793999634106895,0.40398981276153373,403.35245774976227,311.88047961353107,0.0
46,588.5254237288135,479.8305084745763,1.0,0.03389830508474576,0.9661016949152542,27.923961840434025,18.448564969955825,588.4567033487999,479.87079483038553,0.0,45.016949152542374,635.969387755102,526.1020408163265,1.0,0.5816326530612245,0.5510204081632653,637.1852470005306,524.8816976178657,0.0,16.0,30.49122807017544,634.9489795918367,524.6224489795918,1.0,0.32653061224489793,0.19387755102040816,635.4059945352103,524.1371041862853,0.0,539.0,412.0,1.0,0.0,1.0,24.127945155883584,16.578586554220593,539.6888888888889,412.5,0.0,41.0,559.5,550.0,1.0,0.0,0.0,557.0102597030317,557.1176528763815,0.0,16.0,31.0,542.0,556.0,1.0,0.0,0.0,542.3717711242675,559.2165258455093,0.0,333.20723718574305,282.3005462114214,0.0,0.1809674280005307,0.1809674280005307,18.976457464857294,11.822035254689299,333.23108089297136,282.3336390358254,0.0,24.978968458857565,433.2933081639101,332.6867279820866,0.0,0.9992187702252755,0.9701930060412011,430.27400280282995,329.1375034395075,0.0,12.0,16.970689703667304,431.5467523197623,331.4097136047064,0.0,0.6965733945255516,0.4663834645725077,431.08789593430936,329.6635313534719,0.0
47,544.4933333333333,531.0533333333333,1.0,0.0,1.0,23.712055372764254,17.590664394814194,544.4564732326156,530.9724438612653,0.0,73.38666666666667,730.4859154929577,520.8098591549295,1.0,0.528169014084507,0.5070422535211268,729.7328749724335,520.6519540163436,0.0,nan,38.0,730.8098591549295,519.7253521126761,1.0,0.36619718309859156,0.22535211267605634,729.8282313790954,519.2853640415877,0.0,467.0,463.0,1.0,0.0,1.0,20.036071052014385,16.572988777916663,467.0576923076923,463.5128205128205,0.0,66.0,761.0,515.5,1.0,0.0,0.0,755.5653110232296,515.5173514230496,0.0,nan,38.0,761.5,524.5,1.0,0.0,0.0,761.411175046132,519.0554699150092,0.0,336.5323708385602,265.3825361414893,0.0,0.0,0.0,15.088457748984101,11.798609114880307,336.67560346353565,265.352124314879,0.0,35.97884316588786,385.3727980327601,299.39386967433336,0.0,1.1548651648132038,1.1490748199645713,382.8610496490772,295.2366451364916,0.0,nan,21.64871050817269,385.1617171442423,298.4426041114433,0.0,0.8839641287049693,0.6858157083909774,383.97839498074904,296.9354729308344,0.0
48,579.9387755102041,389.57142857142856,1.0,0.04081632653061224,0.9591836734693877,24.03656926993632,19.601287376344555,579.9702745915669,389.6651152130185,0.0,32.36734693877551,658.7972972972973,440.02702702702703,1.0,0.6351351351351351,0.6081081081081081,661.1819940268058,439.8617040954142,0.0,41.0,24.319148936170212,662.1351351351351,437.2972972972973,1.0,0.4189189189189189,0.24324324324324326,661.4727585633001,438.00868019137476,0.0,379.0,312.0,1.0,0.0,1.0,23.443367287826675,17.613914953808536,378.5905172413793,312.56175298804783,0.0,31.0,713.5,394.5,1.0,0.0,0.0,712.7132863047805,393.94384245715014,0.0,41.0,24.0,712.5,402.0,1.0,0.0,0.0,711.0451923012256,402.29754553676383,0.0,443.70262187609967,275.2483108995607,0.0,0.19786448397617667,0.1978644839761767,11.73306436450675,11.312463311936488,443.7169340438873,275.2392509200022,0.0,19.076317059461527,472.4539153767884,309.2119002715449,0.0,1.007731253378495,0.9975316504843554,467.83334940291223,304.2265677440491,0.0,1.0,14.03961929376962,471.95545839779015,310.1107356591735,0.0,0.8383825604997893,0.5884200285696551,471.2152313227916,307.5933832300526,0.0
49,764.6666666666666,521.0980392156863,1.0,0.0784313725490196,0.9215686274509803,30.033612299888354,12.8446549107913,764.6548500353023,521.167176531748,0.0,72.72549019607843,709.5310344827586,468.82758620689657,1.0,0.32413793103448274,0.30344827586206896,708.8831483831544,469.90964507135914,0.0,29.0,25.74468085106383,711.2068965517242,467.02758620689656,1.0,0.16551724137931034,0.1310344827586207,710.1727847652772,467.7675179010594,0.0,786.0,541.0,1.0,0.0,1.0,28.609796399922054,10.404111736356528,785.8125,542.6106194690266,0.0,83.0,722.0,459.0,1.0,0.0,0.0,718.4246414044102,447.0618111087097,0.0,37.0,25.0,719.0,447.0,1.0,0.0,0.0,715.5094197437829,446.61217702737275,0.0,296.32187498524513,301.53953045583904,0.0,0.2688492000157272,0.2688492000157272,13.327782492570316,9.246576374149832,296.1897818322174,301.77018164023343,0.0,46.45642209825755,381.21989409991517,298.97457727989325,0.0,0.7955285262939623,0.7549755687395315,380.2795763461008,296.00732740097646,0.0,16.38596960817394,14.540432381270998,380.7867698468115,299.6093075490741,0.0,0.469978621721402,0.39400984433339864,379.6175177297263,297.6579682783785,0.0
50,663.1647058823529,466.7529411764706,1.0,0.011764705882352941,0.9882352941176471,27.31079862057613,18.14382646968326,663.1927855139093,466.79575945163344,0.0,47.64705882352941,682.1844660194175,499.3009708737864,1.0,0.8155339805825242,0.7961165048543689,682.1275882077774,499.91905659237057,0.0,70.0,42.67857142857143,683.1359223300971,498.9126213592233,1.0,0.5922330097087378,0.3786407766990291,683.0727274880694,498.99178639955505,0.0,685.0,496.0,1.0,0.0,1.0,25.360606637327813,16.708013816705336,686.00390625,496.390625,0.0,50.0,658.0,503.0,1.0,0.0,0.0,662.3873294346979,493.3347624880904,0.0,70.0,42.5,663.0,500.0,1.0,0.0,0.0,662.9816147082335,499.9127699727406,0.0,367.6650920753776,278.21878423843737,0.0,0.10782531046954918,0.10782531046954918,13.145271318584271,11.012609931374302,367.5328809559141,278.30892648944865,0.0,28.629768909651876,405.8981829280916,302.2531195066225,0.0,1.3492002148380746,1.3098523099209542,402.807269061106,298.7264762317059,0.0,0.0,24.50275043564629,404.6093656932246,302.85393662305256,0.0,1.1611585543864893,0.9462907130882492,404.09527652107175,300.63704088459616,0.0
51,588.92,481.86,1.0,0.04,0.96,30.721634782898203,14.819852333552513,588.9708232157536,481.8757709931686,0.0,66.34,655.4076433121019,558.7261146496816,1.0,0.3057324840764331,0.3057324840764331,655.3298296962657,558.365055828235,0.0,19.5,25.75,654.4203821656051,558.9936305732484,1.0,0.20382165605095542,0.16560509554140126,654.6247227623863,557.8732444309549,0.0,637.0,493.0,1.0,0.0,1.0,27.628679375097708,15.578420986252905,636.9484536082474,492.6279846849983,0.0,62.0,635.0,604.0,1.0,0.0,0.0,641.3816589637557,597.5299502167978,0.0,19.5,25.5,639.0,599.0,1.0,0.0,0.0,635.7795094532447,598.5796354992076,0.0,359.33732564263346,290.42196955464647,0.0,0.19595917942265428,0.19595917942265428,13.934257556120723,7.967371951777571,359.13155655765576,290.1979352366073,0.0,42.46957028273302,395.48623552451295,305.14635960960317,0.0,0.6644994321398714,0.6644994321398714,393.7065669695271,304.03371594807646,0.0,7.5,14.595233240114162,395.3038036297971,304.72860425700776,0.0,0.5836285956155571,0.5626046541904097,394.0158884677632,304.25735916773937,0.0
52,588.9428571428572,436.9714285714286,1.0,0.0,1.0,27.064156683422187,18.090467759729872,589.0689560601309,437.0544436628557,0.0,33.457142857142856,568.4090909090909,566.4318181818181,1.0,0.3977272727272727,0.3977272727272727,568.6002714350933,566.7811261481437,0.0,nan,18.0,570.1022727272727,565.3295454545455,1.0,0.3068181818181818,0.17045454545454544,570.1372999812188,565.8326369295509,0.0,595.0,399.0,1.0,0.0,1.0,24.767269713506128,18.843875811444658,596.1052631578947,398.87368421052633,0.0,29.0,520.0,591.5,1.0,0.0,0.0,524.8447228481939,594.1341704254796,0.0,nan,18.0,521.0,599.0,1.0,0.0,0.0,515.0650951505944,597.0543101585172,0.0,324.46518130232556,256.3888214316335,0.0,0.0,0.0,11.202426520813983,9.390767110267051,324.39280310666874,256.5286686656712,0.0,19.760484171544924,369.72685361086735,324.17937639293524,0.0,0.9598741954414549,0.9598741954414549,365.9557097095547,318.57290187641587,0.0,nan,10.099504938362077,368.1749225995686,325.22889567443355,0.0,0.7591555497790493,0.5481703225087425,366.49816253911655,322.4846560830546,0.0
53,844.8611111111111,502.47222222222223,1.0,0.0,1.0,32.25486222182198,17.13738283280754,844.861393225276,502.4219341580591,0.0,73.72222222222223,800.8156028368794,493.36170212765956,1.0,0.2553191489361702,0.24822695035460993,798.9436852263111,494.7785137175872,0.0,nan,18.5,800.7517730496454,492.5531914893617,1.0,0.18439716312056736,0.16312056737588654,800.36802487482,492.38187040833014,0.0,829.0,513.5,1.0,0.0,1.0,24.33738018811124,15.65401773961022,829.3430509868422,513.712904581757,0.0,77.5,821.0,479.0,1.0,0.0,0.0,817.7038809144073,478.85431161711995,0.0,nan,18.5,814.0,471.0,1.0,0.0,0.0,815.1943899393507,474.3330070956692,0.0,364.8626950860173,245.74698891691105,0.0,0.0,0.0,23.033149465898852,10.538467891852115,364.9889015895516,245.60156625466848,0.0,31.482456411919244,360.2778794137233,320.8397509151812,0.0,0.6779637359195334,0.6647777676851342,357.3581659415541,315.9466413788557,0.0,nan,10.388294694831615,359.4203796466847,321.29420082336094,0.0,0.5535550723712866,0.5275947493162352,357.56635798417864,318.91770209091027,0.0
54,656.6166666666667,489.6166666666667,1.0,0.016666666666666666,0.9833333333333333,22.235303975533554,14.98422938326393,656.6824789016904,489.6993534205457,0.0,86.0,654.8277777777778,500.75555555555553,1.0,0.3277777777777778,0.3111111111111111,655.8190879596393,500.4340913423599,0.0,45.0,30.25423728813559,655.9166666666666,499.27777777777777,1.0,0.2111111111111111,0.14444444444444443,655.7293232997049,499.3952235711926,0.0,617.5,510.0,1.0,0.0,1.0,20.998464167831038,14.241168283869495,618.3225630644658,509.72611464968156,0.0,87.5,634.0,504.0,1.0,0.0,0.0,636.9095781080221,506.7247068033321,0.0,45.0,30.0,632.5,508.0,1.0,0.0,0.0,629.2687946432922,506.4115132945408,0.0,373.6852994908357,256.7524158709233,0.0,0.12801909579781015,0.12801909579781015,11.744559756845115,9.558541118761823,373.73452097497193,256.7484423726133,0.0,42.86334875702862,399.7794924226709,312.37478597604553,0.0,0.6898514780214615,0.6690697429922043,396.6292049822911,310.4304009957533,0.0,0.0,17.360185522263958,398.74473699069404,312.0934164914152,0.0,0.5054029073575181,0.4361730316975672,396.91816437686646,310.7095335675565,0.0
